type,start_time,end_time,duration,size,angular_velocities,positionLeft,positionRight
saccade,2753.575,2809.091,55.516000000000076,6,"[32.94262231678677, 32.94262231678677, 29.691485450461226, 67.2361503378532, 162.84869134551838, 58.02836319523229]","[[0.5108262300491333, 0.146948829293251], [0.5108262300491333, 0.146948829293251], [0.5039169192314148, 0.1540341526269912], [0.5025029182434082, 0.1568126231431961], [0.5070223212242126, 0.161324068903923], [0.5074471235275269, 0.168470412492752]]","[[0.5320683121681213, 0.1754053384065628], [0.5320683121681213, 0.1754053384065628], [0.5117043852806091, 0.1829297989606857], [0.5055234432220459, 0.1879005283117294], [0.505710244178772, 0.1900461465120315], [0.502583920955658, 0.1894248723983764]]"
saccade,2820.194,2831.297,11.103000000000065,2,"[42.21632048829424, 42.21632048829424]","[[0.5053377747535706, 0.1736571490764618], [0.5053377747535706, 0.1736571490764618]]","[[0.4982877671718597, 0.197924330830574], [0.4982877671718597, 0.197924330830574]]"
fixation,2842.4,2886.813,44.41300000000001,5,"[6.548295430829173, 6.548295430829173, 14.49884171775188, 6.340531483969624, 11.272696381258708]","[[0.5057671666145325, 0.1727155447006225], [0.5057671666145325, 0.1727155447006225], [0.5064914226531982, 0.1752988845109939], [0.5016626119613647, 0.1755979806184768], [0.5004135966300964, 0.1734791547060012]]","[[0.499940425157547, 0.2014782726764679], [0.499940425157547, 0.2014782726764679], [0.4996480047702789, 0.2025243788957595], [0.5000124573707581, 0.203139454126358], [0.5008856058120728, 0.2045644223690033]]"
fixation,2897.916,2975.638,77.72199999999975,8,"[5.094490086043129, 5.094490086043129, 4.977661323278348, 9.7457580263964, 6.712918237189669, 4.921983725317342, 8.98187404756789, 11.299188961562932]","[[0.5063226222991943, 0.1771618127822876], [0.5063226222991943, 0.1771618127822876], [0.509260892868042, 0.1804277449846267], [0.5081483125686646, 0.1783749461174011], [0.5078933238983154, 0.1799086481332779], [0.5051866769790649, 0.1751436293125152], [0.5061837434768677, 0.179617241024971], [0.5066790580749512, 0.1749834418296814]]","[[0.4993204772472381, 0.2066460847854614], [0.4993204772472381, 0.2066460847854614], [0.4978139996528625, 0.2040964663028717], [0.5001136064529419, 0.2053866535425186], [0.4997980892658233, 0.202563390135765], [0.499673068523407, 0.1993781328201294], [0.4987549185752868, 0.2008047550916671], [0.5136454701423645, 0.2051621228456497]]"
saccade,2986.741,3031.153,44.41199999999981,5,"[40.486842205449584, 40.486842205449584, 34.364415790409126, 94.03212116920245, 111.3091735331639]","[[0.6167934536933899, 0.1902226209640503], [0.6167934536933899, 0.1902226209640503], [0.6511223912239075, 0.2030099481344223], [0.6577399373054504, 0.2014995813369751], [0.6602484583854675, 0.1977893412113189]]","[[0.5518468022346497, 0.2182002812623977], [0.5518468022346497, 0.2182002812623977], [0.6557732820510864, 0.2119859308004379], [0.6557732820510864, 0.2119859308004379], [0.6747424006462097, 0.1884022802114486]]"
saccade,3042.257,3064.463,22.20600000000013,3,"[40.66773097159465, 40.66773097159465, 56.52974314203608]","[[0.6671054363250732, 0.1930011510848999], [0.6671054363250732, 0.1930011510848999], [0.6671865582466125, 0.1929814219474792]]","[[0.677998423576355, 0.185724139213562], [0.677998423576355, 0.185724139213562], [0.675007164478302, 0.1933510601520538]]"
fixation,3075.566,3119.978,44.41200000000026,5,"[8.984834275069968, 8.984834275069968, 17.763495540936415, 6.426291660493313, 8.517269558182006]","[[0.6668793559074402, 0.1925630271434784], [0.6668793559074402, 0.1925630271434784], [0.6675623059272766, 0.1942611634731292], [0.6662452816963196, 0.1997420340776443], [0.6643900275230408, 0.2012897133827209]]","[[0.6729125380516052, 0.1973591595888137], [0.6729125380516052, 0.1973591595888137], [0.6741592288017273, 0.1989341825246811], [0.6738128066062927, 0.1976489871740341], [0.6738128066062927, 0.1976489871740341]]"
fixation,3131.082,3186.597,55.51500000000033,6,"[10.747350692384137, 10.747350692384137, 8.782492606698995, 15.944814987369115, 4.007500591256724, 6.23560936251542]","[[0.6641618013381958, 0.2083465158939361], [0.6641618013381958, 0.2083465158939361], [0.6662078499794006, 0.2141075879335403], [0.6648243069648743, 0.2156732529401779], [0.6644211411476135, 0.2179333418607711], [0.6678842902183533, 0.2285236716270446]]","[[0.6742148995399475, 0.200844258069992], [0.6742148995399475, 0.200844258069992], [0.6742148995399475, 0.200844258069992], [0.6736183166503906, 0.203834980726242], [0.674064040184021, 0.1956346929073333], [0.674064040184021, 0.1956346929073333]]"
fixation,3197.7,3208.803,11.103000000000065,2,"[18.498824980870992, 18.498824980870992]","[[0.6975764036178589, 0.3486883044242859], [0.6975764036178589, 0.3486883044242859]]","[[0.6935874819755554, 0.4679485559463501], [0.6935874819755554, 0.4679485559463501]]"
fixation,3219.907,3231.01,11.103000000000065,2,"[8.281047353293767, 8.281047353293767]","[[0.7038503885269165, 0.4251657128334045], [0.7038503885269165, 0.4251657128334045]]","[[0.7018623352050781, 0.4566304385662079], [0.7018623352050781, 0.4566304385662079]]"
